,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1005,80,RL,65.0,8385.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,8,1977.0,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,Gd,TA,CBlock,Gd,Gd,Av,GLQ,595.0,Unf,0,390.0,985.0,GasA,TA,Y,SBrkr,985.0,0.0,0,985.0,0,0,2,0,3,1,TA,6,Typ,0,Missing,Attchd,1977.0,Unf,1,328.0,TA,TA,Y,210.0,0.0,0,0,0,0,Missing,Missing,0,11,2008,WD,Normal,149900
333,120,RM,59.0,8198.0,Pave,Pave,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004.0,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,Gd,TA,Av,GLQ,720.0,Unf,0,638.0,1358.0,GasA,Ex,Y,SBrkr,1358.0,0.0,0,1358.0,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004.0,RFn,2,484.0,TA,TA,Y,192.0,30.0,0,0,0,0,Missing,Missing,0,7,2008,WD,Normal,207000
721,120,RM,70.0,4426.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004.0,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662.0,Unf,0,186.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0,848.0,1,0,1,0,1,1,Gd,3,Typ,0,Missing,Attchd,2004.0,RFn,2,420.0,TA,TA,Y,160.0,0.0,0,0,0,0,Missing,Missing,0,5,2010,WD,Normal,143000
1289,60,RL,86.0,11065.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006.0,2006,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0,1085.0,1085.0,GasA,Ex,Y,SBrkr,1120.0,850.0,0,1970.0,0,0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,2006.0,Fin,3,753.0,TA,TA,Y,177.0,74.0,0,0,0,0,Missing,Missing,0,10,2006,New,Partial,281000
678,20,RL,80.0,11844.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008.0,2008,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0,2046.0,2046.0,GasA,Ex,Y,SBrkr,2046.0,0.0,0,2046.0,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,Fin,3,834.0,TA,TA,Y,322.0,82.0,0,0,0,0,Missing,Missing,0,7,2009,New,Partial,372500
1354,60,RL,70.0,10316.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000.0,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,735.0,Unf,0,257.0,992.0,GasA,Ex,Y,SBrkr,992.0,873.0,0,1865.0,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000.0,RFn,3,839.0,TA,TA,Y,0.0,184.0,0,0,0,0,Missing,Missing,0,6,2008,WD,Normal,235000
328,75,RL,70.0,11888.0,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916.0,1994,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,844.0,844.0,GasA,Gd,N,FuseA,1445.0,689.0,0,2134.0,0,0,2,0,5,1,Gd,10,Typ,0,Missing,Detchd,1930.0,Unf,2,441.0,TA,TA,Y,0.0,60.0,268,0,0,0,Missing,Missing,0,7,2009,WD,Normal,214500
318,60,RL,90.0,9900.0,Pave,Pave,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993.0,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,987.0,Unf,0,360.0,1347.0,GasA,Ex,Y,SBrkr,1372.0,1274.0,0,2646.0,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3,656.0,TA,TA,Y,340.0,60.0,144,0,0,0,Missing,Missing,0,4,2009,WD,Normal,260000
1438,20,RM,90.0,7407.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,7,1957.0,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,600.0,Unf,0,312.0,912.0,GasA,TA,Y,FuseA,1236.0,0.0,0,1236.0,1,0,1,0,2,1,TA,6,Typ,0,Missing,Attchd,1957.0,Unf,2,923.0,TA,TA,Y,0.0,158.0,158,0,0,0,MnPrv,Missing,0,4,2010,WD,Normal,149700
908,20,RL,70.0,8885.0,Pave,Grvl,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983.0,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,301.0,ALQ,324,239.0,864.0,GasA,TA,Y,SBrkr,902.0,0.0,0,902.0,1,0,1,0,2,1,TA,5,Typ,0,Missing,Attchd,1983.0,Unf,2,484.0,TA,TA,Y,164.0,0.0,0,0,0,0,MnPrv,Missing,0,6,2006,WD,Normal,131000
12,20,RL,70.0,12968.0,Pave,Grvl,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962.0,1962,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,737.0,Unf,0,175.0,912.0,GasA,TA,Y,SBrkr,912.0,0.0,0,912.0,1,0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,1962.0,Unf,1,352.0,TA,TA,Y,140.0,0.0,0,0,176,0,Missing,Missing,0,9,2008,WD,Normal,144000
171,20,RL,141.0,23830.5,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960.0,1960,Hip,CompShg,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,TA,Gd,Gd,BLQ,639.0,Unf,0,441.0,1080.0,GasA,Fa,Y,SBrkr,1656.0,0.0,0,1656.0,1,0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1960.0,Fin,2,528.0,TA,TA,P,210.0,62.0,0,0,0,0,Missing,Missing,0,5,2010,WD,Normal,215000
260,80,RL,120.0,19296.0,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962.0,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,TA,TA,CBlock,TA,TA,Gd,Rec,672.0,ALQ,690,0.0,1362.0,GasA,TA,Y,SBrkr,1382.0,0.0,0,1382.0,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1991.0,Unf,2,884.0,TA,TA,Y,0.0,0.0,252,0,0,0,GdWo,Missing,0,5,2009,WD,Normal,176000
778,90,RH,60.0,8400.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977.0,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,Missing,Missing,Missing,Missing,0.0,Missing,0,0.0,0.0,GasA,TA,Y,SBrkr,2020.0,0.0,0,2020.0,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2,630.0,TA,TA,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,10,2007,WD,Normal,144000
818,80,RL,80.0,8816.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971.0,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,504.0,Unf,0,506.0,1010.0,GasA,Gd,Y,SBrkr,1052.0,0.0,0,1052.0,1,0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,1971.0,Unf,2,440.0,TA,TA,Y,0.0,0.0,0,0,0,0,MnPrv,Missing,0,6,2010,WD,Normal,155000
759,60,RL,65.0,12257.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995.0,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56.0,ALQ,64,1198.0,1318.0,GasA,Ex,Y,SBrkr,1328.0,1203.0,0,2531.0,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,752.0,TA,TA,Y,222.0,98.0,0,0,0,0,Missing,Missing,0,11,2007,WD,Normal,290000
138,60,RL,73.0,9066.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999.0,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,668.0,Unf,0,336.0,1004.0,GasA,Ex,Y,SBrkr,1004.0,848.0,0,1852.0,0,0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,1999.0,Fin,3,660.0,TA,TA,Y,224.0,106.0,0,0,0,0,GdPrv,Missing,0,12,2008,WD,Normal,230000
1209,20,RL,85.0,10182.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006.0,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220.0,Unf,0,440.0,1660.0,GasA,Ex,Y,SBrkr,1660.0,0.0,0,1660.0,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2,500.0,TA,TA,Y,322.0,50.0,0,0,0,0,Missing,Missing,0,5,2006,New,Partial,290000
885,120,FV,50.0,5119.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999.0,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1238.0,Unf,0,460.0,1698.0,GasA,Ex,Y,SBrkr,1709.0,0.0,0,1709.0,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2,506.0,TA,TA,Y,97.0,65.0,0,0,0,0,Missing,Missing,0,1,2008,CWD,Abnorml,328900
741,20,RL,65.0,6768.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961.0,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832.0,Unf,0,80.0,912.0,GasA,Gd,Y,SBrkr,912.0,0.0,0,912.0,1,1,1,0,3,1,Gd,5,Typ,0,Missing,Detchd,1962.0,Unf,1,288.0,TA,TA,Y,168.0,0.0,0,0,0,0,GdPrv,Missing,0,5,2008,WD,Normal,142000
139,60,RL,65.0,15426.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997.0,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,821.0,Unf,0,107.0,928.0,GasA,Ex,Y,SBrkr,928.0,836.0,0,1764.0,1,0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,1997.0,RFn,2,470.0,TA,TA,Y,276.0,99.0,0,0,0,0,MnPrv,Missing,0,8,2009,WD,Normal,231500
1276,60,RL,70.0,12936.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972.0,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,593.0,Unf,0,130.0,723.0,GasA,TA,Y,SBrkr,735.0,660.0,0,1395.0,0,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,1972.0,Unf,2,497.0,TA,TA,Y,294.0,116.0,0,0,0,0,Missing,Missing,0,12,2009,WD,Normal,162000
1081,20,RL,75.0,7500.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963.0,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,824.0,Unf,0,216.0,1040.0,GasA,Fa,Y,SBrkr,1040.0,0.0,0,1040.0,1,0,1,1,3,1,TA,5,Typ,0,Missing,Attchd,1963.0,Fin,1,308.0,TA,TA,Y,0.0,0.0,220,0,0,0,MnPrv,Missing,0,6,2010,WD,Normal,133000
224,20,RL,103.0,13472.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003.0,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,56.0,Unf,0,2336.0,2392.0,GasA,Ex,Y,SBrkr,2392.0,0.0,0,2392.0,0,0,2,0,3,1,Ex,8,Typ,1,Ex,Attchd,2003.0,Fin,3,968.0,TA,TA,Y,248.0,105.0,0,0,0,0,Missing,Missing,0,6,2009,WD,Normal,386250
1063,30,RM,50.0,6000.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925.0,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,397.0,Unf,0,706.0,1103.0,GasA,Gd,Y,SBrkr,1103.0,0.0,0,1103.0,0,0,1,0,2,1,Gd,5,Typ,1,Gd,Detchd,1976.0,Unf,2,440.0,TA,TA,Y,166.0,120.0,0,0,0,0,MnPrv,Missing,0,7,2006,WD,Normal,110500
409,60,FV,85.0,10800.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007.0,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,789.0,Unf,0,245.0,1034.0,GasA,Ex,Y,SBrkr,1050.0,1028.0,0,2078.0,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,Fin,3,836.0,TA,TA,Y,0.0,102.0,0,0,0,0,Missing,Missing,0,4,2008,New,Partial,339750
325,45,RM,50.0,5000.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941.0,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,116.0,Unf,0,604.0,720.0,GasA,Po,N,FuseF,803.0,0.0,0,803.0,0,0,1,0,2,1,TA,5,Typ,0,Missing,Detchd,1941.0,Unf,2,360.0,TA,TA,Y,0.0,0.0,244,0,0,0,Missing,Missing,0,12,2007,WD,Normal,87000
299,20,RL,80.0,14000.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950.0,2004,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0,1092.0,1092.0,GasA,Ex,Y,SBrkr,1152.0,0.0,0,1152.0,0,1,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,1950.0,Unf,1,300.0,TA,TA,Y,0.0,36.0,0,0,0,0,GdPrv,Missing,0,8,2009,WD,Family,158500
1242,85,RL,85.0,10625.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974.0,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,885.0,LwQ,168,0.0,1053.0,GasA,TA,Y,SBrkr,1173.0,0.0,0,1173.0,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1974.0,RFn,2,528.0,TA,TA,Y,0.0,120.0,0,0,0,0,MnPrv,Missing,0,1,2010,WD,Family,170000
705,190,RM,70.0,5600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930.0,1950,Hip,CompShg,VinylSd,Wd Shng,None,0.0,Fa,Fa,Slab,Missing,Missing,Missing,Missing,0.0,Missing,0,0.0,0.0,GasA,Fa,N,SBrkr,372.0,720.0,0,1092.0,0,0,2,0,3,2,Fa,7,Mod,0,Missing,Missing,2020.0,Missing,0,0.0,Missing,Missing,N,0.0,0.0,0,0,0,0,Missing,Othr,3500,7,2010,WD,Normal,55000
1235,70,RL,96.0,13132.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914.0,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0.0,Unf,0,747.0,747.0,GasA,Gd,Y,FuseF,892.0,892.0,0,1784.0,0,0,1,1,4,1,TA,9,Typ,0,Missing,Detchd,1914.0,Unf,1,180.0,Fa,Fa,N,203.0,40.0,0,0,0,0,Missing,Missing,0,7,2006,WD,Normal,138887
1355,80,RL,102.0,10192.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1968.0,1992,Gable,CompShg,MetalSd,MetalSd,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,570.0,570.0,GasA,Gd,Y,SBrkr,1222.0,698.0,0,1920.0,0,0,3,0,4,1,Gd,8,Typ,1,TA,Attchd,1968.0,RFn,2,487.0,TA,TA,Y,0.0,98.0,0,0,0,0,GdPrv,Missing,0,9,2006,WD,Normal,170000
903,20,RL,50.0,14859.0,Pave,Grvl,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006.0,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1670.0,1670.0,GasA,Ex,Y,SBrkr,1670.0,0.0,0,1670.0,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,690.0,TA,TA,Y,144.0,60.0,0,0,0,0,Missing,Missing,0,8,2006,New,Partial,240000
829,160,FV,24.0,2544.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005.0,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,600.0,600.0,GasA,Ex,Y,SBrkr,520.0,623.0,80,1223.0,0,0,2,1,2,1,Gd,4,Typ,0,Missing,Detchd,2005.0,RFn,2,480.0,TA,TA,Y,0.0,166.0,0,0,0,0,Missing,Missing,0,7,2006,WD,Normal,147400
503,20,RL,100.0,15602.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959.0,1997,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1247.0,Unf,0,254.0,1501.0,GasA,TA,Y,SBrkr,1801.0,0.0,0,1801.0,1,0,2,0,1,1,TA,6,Typ,2,TA,Attchd,1959.0,Fin,2,484.0,TA,TA,Y,0.0,54.0,0,0,161,0,GdWo,Missing,0,3,2010,WD,Normal,289000
1336,90,RL,87.0,9246.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,5,5,1973.0,1973,Gable,CompShg,Plywood,Plywood,BrkFace,564.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,1656.0,1656.0,GasA,TA,Y,SBrkr,1656.0,0.0,0,1656.0,0,0,2,0,4,2,TA,8,Typ,0,Missing,Detchd,1973.0,Unf,2,506.0,TA,TA,Y,0.0,211.0,0,0,0,0,Missing,Missing,0,11,2008,WD,Normal,135000
3,70,RL,60.0,9550.0,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,5,1915.0,1970,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,Gd,No,ALQ,216.0,Unf,0,540.0,756.0,GasA,Gd,Y,SBrkr,961.0,756.0,0,1717.0,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1998.0,Unf,3,642.0,TA,TA,Y,0.0,35.0,272,0,0,0,Missing,Missing,0,2,2006,WD,Abnorml,140000
1313,60,RL,108.0,14774.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999.0,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1393.0,1393.0,GasA,Ex,Y,SBrkr,1422.0,1177.0,0,2599.0,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1999.0,Fin,3,779.0,TA,TA,Y,668.0,30.0,0,0,0,0,Missing,Missing,0,5,2010,WD,Normal,333168
467,70,RL,79.0,9480.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,7,1942.0,1995,Gable,CompShg,MetalSd,MetalSd,Stone,224.0,TA,TA,CBlock,TA,TA,No,LwQ,386.0,Unf,0,342.0,728.0,GasA,Ex,Y,SBrkr,888.0,756.0,0,1644.0,0,0,1,1,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,312.0,TA,TA,Y,168.0,0.0,0,0,0,0,Missing,Missing,0,6,2007,WD,Normal,146500
321,60,RL,99.0,12099.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004.0,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,970.0,Unf,0,166.0,1136.0,GasA,Ex,Y,SBrkr,1136.0,1332.0,0,2468.0,1,0,2,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,2004.0,Fin,3,872.0,TA,TA,Y,184.0,154.0,0,0,0,0,Missing,Missing,0,6,2007,WD,Normal,354000
5,50,RL,85.0,14115.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,5,5,1993.0,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Wood,Gd,TA,No,GLQ,732.0,Unf,0,64.0,796.0,GasA,Ex,Y,SBrkr,796.0,566.0,0,1362.0,1,0,1,1,1,1,TA,5,Typ,0,Missing,Attchd,1993.0,Unf,2,480.0,TA,TA,Y,40.0,30.0,0,320,0,0,MnPrv,Shed,700,10,2009,WD,Normal,143000
1239,20,RL,64.0,9037.0,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006.0,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,428.0,Unf,0,1048.0,1476.0,GasA,Ex,Y,SBrkr,1484.0,0.0,0,1484.0,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2006.0,RFn,2,472.0,TA,TA,Y,120.0,33.0,0,0,0,0,Missing,Missing,0,12,2007,WD,Normal,265900
1093,20,RL,71.0,9230.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965.0,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661.0,Unf,0,203.0,864.0,GasA,Gd,Y,SBrkr,1200.0,0.0,0,1200.0,1,0,1,1,1,1,Gd,6,Typ,0,Missing,Detchd,1977.0,Unf,2,884.0,TA,TA,Y,0.0,64.0,0,0,0,0,MnPrv,Missing,0,10,2006,WD,Normal,146000
715,20,RL,78.0,10140.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974.0,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0,1064.0,1064.0,GasA,TA,Y,SBrkr,1350.0,0.0,0,1350.0,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1974.0,RFn,2,478.0,TA,TA,Y,0.0,0.0,0,0,0,0,MnPrv,Missing,0,8,2009,WD,Normal,165000
39,90,RL,65.0,6040.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955.0,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,Missing,Missing,Missing,Missing,0.0,Missing,0,0.0,0.0,GasA,TA,N,FuseP,1152.0,0.0,0,1152.0,0,0,2,0,2,2,Fa,6,Typ,0,Missing,Missing,2020.0,Missing,0,0.0,Missing,Missing,N,0.0,0.0,0,0,0,0,Missing,Missing,0,6,2008,WD,AdjLand,82000
542,20,RL,78.0,10140.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998.0,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,LwQ,144.0,GLQ,1127,379.0,1650.0,GasA,Ex,Y,SBrkr,1680.0,0.0,0,1680.0,1,0,2,0,3,1,Gd,7,Maj1,1,TA,Attchd,1998.0,Fin,2,583.0,TA,TA,Y,78.0,73.0,0,0,0,0,Missing,Missing,0,6,2009,WD,Normal,213250
